,고객ID,가입날짜,최초거래날짜,최근거래날짜,구매횟수,구매제품수,구매원가,할인가,배송료,총결제금액,평균결제금액,평균할인차액,평균할인비율,구매제품평균금액,Cluster
924,USER_0924,911,24,23,69,252,13762.38,12193.6,489.52,12683.12,183.81,-22.74,0.12,48.39,VVIP
925,USER_0925,512,165,138,5,15,1037.87,957.76,43.47,1001.23,200.25,-16.02,0.08,63.85,About to Sleep
926,USER_0926,1352,278,137,8,24,719.6,629.47,94.23,723.7,90.46,-11.27,0.12,26.23,Sleep
927,USER_0927,1100,60,48,8,23,967.11,947.23,48.0,995.23,124.4,-2.48,0.02,41.18,About to Sleep
928,USER_0928,736,281,281,11,21,1863.21,1621.26,85.85,1707.11,155.19,-22.0,0.14,77.2,Need Attention
929,USER_0929,736,66,47,7,20,1331.89,1253.0,42.5,1295.5,185.07,-11.27,0.06,62.65,About to Sleep
930,USER_0930,183,207,174,12,76,2682.88,2522.71,87.84,2610.55,217.55,-13.35,0.06,33.19,Need Attention
931,USER_0931,659,291,291,1,1,3.3,3.3,12.48,15.78,15.78,0.0,0.0,3.3,Sleep
932,USER_0932,1100,328,328,6,28,1153.38,1094.12,90.24,1184.36,197.39,-9.88,0.05,39.08,About to Sleep
933,USER_0933,337,306,178,12,71,3432.48,3092.2,88.52,3180.72,265.06,-28.36,0.11,43.55,Need Attention
934,USER_0934,337,213,136,17,63,2644.48,2409.87,115.47,2525.34,148.55,-13.8,0.09,38.25,Need Attention
935,USER_0935,1100,335,153,14,98,2207.88,2138.01,204.6,2342.61,167.33,-4.99,0.03,21.82,Need Attention
936,USER_0936,911,180,180,7,11,1244.12,1214.64,42.5,1257.14,179.59,-4.21,0.02,110.42,About to Sleep
937,USER_0937,729,20,20,13,20,2057.97,1978.56,96.49,2075.05,159.62,-6.11,0.04,98.93,Need Attention
938,USER_0938,372,303,22,64,341,12757.96,10830.11,455.44,11285.55,176.34,-30.12,0.17,31.76,VVIP
939,USER_0939,736,256,256,4,5,124.08,121.84,38.49,160.32999999999998,40.08,-0.56,0.01,24.37,Sleep
940,USER_0940,729,322,77,3,70,552.22,528.74,18.5,547.24,182.41,-7.83,0.04,7.55,Sleep
941,USER_0941,589,341,341,2,50,828.6600000000001,795.87,13.0,808.87,404.44,-16.4,0.04,15.92,About to Sleep
942,USER_0942,624,220,29,15,53,1514.22,1416.48,105.99,1522.47,101.5,-6.52,0.06,26.73,About to Sleep
943,USER_0943,1387,224,224,7,27,916.53,826.1600000000001,42.0,868.1600000000001,124.02,-12.91,0.1,30.6,About to Sleep
944,USER_0944,337,340,136,11,22,1754.75,1720.93,77.48,1798.41,163.49,-3.07,0.02,78.22,Need Attention
945,USER_0945,876,118,118,11,117,1588.69,1487.65,117.92,1605.57,145.96,-9.19,0.06,12.71,Need Attention
946,USER_0946,1492,360,17,20,65,4266.18,4074.85,155.48,4230.33,211.52,-9.57,0.05,62.69,Newcomer
947,USER_0947,1240,363,362,17,40,4185.2,3991.01,104.0,4095.01,240.88,-11.42,0.05,99.78,Newcomer
948,USER_0948,337,286,286,4,199,1267.94,1162.25,42.67,1204.92,301.23,-26.42,0.09,5.84,About to Sleep
949,USER_0949,1429,68,67,71,336,12285.06,11923.34,544.08,12467.42,175.6,-5.09,0.03,35.49,VVIP
950,USER_0950,771,273,124,6,24,757.85,688.78,39.2,727.98,121.33,-11.51,0.09,28.7,About to Sleep
951,USER_0951,1100,133,119,7,10,929.88,888.95,55.99,944.94,134.99,-5.85,0.04,88.9,About to Sleep
952,USER_0952,1100,323,166,30,324,6572.56,6441.65,281.9,6723.55,224.12,-4.36,0.02,19.88,VIP
953,USER_0953,1093,347,346,28,90,5922.38,5678.13,204.28,5882.41,210.09,-8.72,0.04,63.09,Newcomer
954,USER_0954,953,364,364,8,20,2167.5800000000004,2132.8900000000003,63.46,2196.3500000000004,274.54,-4.34,0.02,106.64,Need Attention
955,USER_0955,1128,267,266,12,29,1767.8,1746.13,80.2,1826.33,152.19,-1.81,0.01,60.21,Need Attention
956,USER_0956,260,258,168,24,104,4776.8,4667.4800000000005,177.86,4845.34,201.89,-4.55,0.02,44.88,Newcomer
957,USER_0957,407,222,222,2,7,729.3,729.3,12.0,741.3,370.65,0.0,0.0,104.19,About to Sleep
958,USER_0958,1163,252,252,10,143,2757.33,2719.26,105.6,2824.86,282.49,-3.81,0.01,19.02,Need Attention
959,USER_0959,1128,173,173,23,303,4669.22,4518.25,196.47,4714.72,204.99,-6.56,0.03,14.91,Newcomer
960,USER_0960,729,195,195,4,21,691.95,610.73,39.48,650.21,162.55,-20.31,0.12,29.08,Sleep
961,USER_0961,1352,353,353,32,469,6897.41,6590.7,473.94,7064.64,220.77,-9.58,0.04,14.05,VIP
962,USER_0962,1240,141,141,2,3,189.84,189.84,12.0,201.84,100.92,0.0,0.0,63.28,Sleep
963,USER_0963,659,168,168,8,17,864.11,830.8100000000001,55.38,886.19,110.77,-4.16,0.04,48.87,About to Sleep
964,USER_0964,400,283,283,7,16,762.49,637.94,45.5,683.44,97.63,-17.79,0.18,39.87,About to Sleep
965,USER_0965,365,139,139,14,114,2542.65,2452.04,101.09,2553.13,182.37,-6.47,0.04,21.51,Need Attention
966,USER_0966,400,283,153,7,19,452.52,428.28,49.48,477.76,68.25,-3.46,0.05,22.54,Sleep
967,USER_0967,1135,127,127,4,16,263.28,232.52,24.0,256.52,64.13,-7.69,0.12,14.53,Sleep
968,USER_0968,1387,196,163,17,27,2560.65,2334.78,137.96,2472.74,145.46,-13.29,0.09,86.47,Need Attention
969,USER_0969,589,96,96,2,58,205.32,185.26,39.04,224.29999999999995,112.15,-10.03,0.09,3.19,Sleep
970,USER_0970,225,146,40,14,70,2084.4,1956.53,103.19,2059.7200000000003,147.12,-9.13,0.06,27.95,Need Attention
971,USER_0971,1387,316,45,54,195,10109.48,9481.24,415.65,9896.89,183.28,-11.63,0.06,48.62,VVIP
972,USER_0972,1275,16,16,1,6,635.77,635.77,6.5,642.27,642.27,0.0,0.0,105.96,Sleep
973,USER_0973,988,258,141,13,29,1056.85,948.5,92.48,1040.98,80.08,-8.33,0.1,32.71,About to Sleep
974,USER_0974,659,137,137,2,10,302.6,288.64,25.02,313.66,156.83,-6.98,0.04,28.86,Sleep
975,USER_0975,225,320,12,9,21,931.76,886.34,95.49,981.83,109.09,-5.05,0.05,42.21,About to Sleep
976,USER_0976,1492,132,119,4,5,71.52,68.31,25.0,93.31,23.33,-0.8,0.03,13.66,Sleep
977,USER_0977,1492,280,206,6,14,540.12,389.98,62.0,451.98,75.33,-25.02,0.33,27.86,Sleep
978,USER_0978,659,240,240,14,40,1460.52,1370.79,90.99,1461.78,104.41,-6.41,0.06,34.27,About to Sleep
979,USER_0979,148,20,20,9,18,1915.01,1712.99,64.99,1777.98,197.55,-22.45,0.11,95.17,Need Attention
980,USER_0980,624,273,272,9,42,881.3,866.79,80.82,947.61,105.29,-1.61,0.02,20.64,About to Sleep
981,USER_0981,659,91,91,2,4,33.010000000000005,30.65,12.0,42.65,21.32,-1.18,0.06,7.66,Sleep
982,USER_0982,659,312,240,13,202,1473.25,1356.46,149.49,1505.95,115.84,-8.98,0.08,6.72,About to Sleep
983,USER_0983,589,126,97,39,215,7135.78,6436.65,274.01,6710.66,172.07,-17.93,0.1,29.94,VIP
984,USER_0984,1240,118,118,10,23,813.95,812.51,60.0,872.51,87.25,-0.14,0.0,35.33,About to Sleep
985,USER_0985,988,312,311,27,163,5765.69,5436.27,451.84,5888.11,218.08,-12.2,0.06,33.35,Newcomer
986,USER_0986,799,32,32,3,36,855.99,826.6600000000001,27.68,854.34,284.78,-9.78,0.03,22.96,About to Sleep
987,USER_0987,659,17,17,1,4,45.1,39.870000000000005,6.0,45.870000000000005,45.87,-5.23,0.11,9.97,Sleep
988,USER_0988,1457,32,32,10,23,1357.06,1323.5500000000002,70.49,1394.04,139.4,-3.35,0.02,57.55,About to Sleep
989,USER_0989,1429,60,59,30,118,5437.92,4966.47,186.4,5152.87,171.76,-15.71,0.09,42.09,Newcomer
990,USER_0990,1240,312,312,10,77,949.57,902.25,73.41,975.66,97.57,-4.73,0.05,11.72,About to Sleep
991,USER_0991,1527,26,26,7,28,1025.33,939.72,44.5,984.22,140.6,-12.23,0.09,33.56,About to Sleep
992,USER_0992,1135,306,25,27,503,4925.02,4802.61,212.42,5015.03,185.74,-4.53,0.02,9.55,Newcomer
993,USER_0993,911,157,157,1,1,12.54,12.54,6.0,18.54,18.54,0.0,0.0,12.54,Sleep
994,USER_0994,1464,224,223,29,58,5510.63,5084.46,271.63,5356.09,184.69,-14.7,0.08,87.66,Newcomer
995,USER_0995,771,326,225,13,138,1819.04,1703.13,88.48,1791.61,137.82,-8.92,0.06,12.34,Need Attention
996,USER_0996,1499,355,4,42,264,9132.86,8151.84,317.15,8468.99,201.64,-23.36,0.12,30.88,VIP
997,USER_0997,365,222,222,5,72,515.08,424.05,43.99,468.04,93.61,-18.21,0.19,5.89,Sleep
998,USER_0998,400,201,201,20,130,2703.35,2451.44,161.45,2612.89,130.64,-12.6,0.1,18.86,Need Attention
999,USER_0999,1093,152,152,4,57,406.36,359.63,37.9,397.53,99.38,-11.68,0.12,6.31,Sleep
1000,USER_1000,1527,331,82,30,129,5015.67,4798.94,208.93,5007.87,166.93,-7.22,0.04,37.2,Newcomer
1001,USER_1001,1128,124,124,1,7,34.47,30.1,19.99,50.09,50.09,-4.37,0.09,4.3,Sleep
1002,USER_1002,512,57,57,31,74,6340.46,6141.32,213.99,6355.31,205.01,-6.42,0.03,82.99,VIP
1003,USER_1003,512,139,66,10,332,3288.34,3179.1,74.87,3253.9700000000003,325.4,-10.92,0.03,9.58,Need Attention
1004,USER_1004,988,258,214,13,43,2037.71,2014.03,112.64,2126.67,163.59,-1.82,0.01,46.84,Need Attention
1005,USER_1005,225,128,128,1,1,11.33,9.06,6.0,15.06,15.06,-2.27,0.15,9.06,Sleep
1006,USER_1006,911,215,126,26,322,4765.56,4501.54,212.33,4713.87,181.3,-10.15,0.06,13.98,Newcomer
1007,USER_1007,1205,343,342,10,22,2285.5,2137.86,65.0,2202.86,220.29,-14.76,0.07,97.18,Need Attention
1008,USER_1008,624,25,25,16,139,2737.38,2462.67,108.48,2571.15,160.7,-17.17,0.11,17.72,Need Attention
1009,USER_1009,1429,258,258,1,6,84.9,79.71000000000001,6.0,85.71000000000001,85.71,-5.19,0.06,13.29,Sleep
1010,USER_1010,1128,261,260,32,184,7943.93,7609.0,249.71,7858.71,245.58,-10.47,0.04,41.35,VIP
1011,USER_1011,225,45,44,18,47,2102.26,1845.71,117.69,1963.4,109.08,-14.25,0.13,39.27,Need Attention
1012,USER_1012,1499,278,3,27,43,3920.38,3466.64,172.2,3638.84,134.77,-16.81,0.12,80.62,Newcomer
1013,USER_1013,876,216,70,9,83,1425.79,1335.95,110.13,1446.08,160.68,-9.98,0.06,16.1,About to Sleep
1014,USER_1014,260,164,164,1,1,12.39,11.15,6.0,17.15,17.15,-1.24,0.07,11.15,Sleep
1015,USER_1015,71,353,195,14,123,3787.81,3701.93,95.99,3797.92,271.28,-6.13,0.02,30.1,Newcomer
1016,USER_1016,1317,346,337,11,18,1777.18,1742.39,71.5,1813.89,164.9,-3.16,0.02,96.8,Need Attention
1017,USER_1017,547,144,144,15,68,1763.3300000000002,1593.76,96.99,1690.75,112.72,-11.3,0.1,23.44,Need Attention
1018,USER_1018,1100,294,293,22,155,3824.88,3429.24,207.9,3637.14,165.32,-17.98,0.11,22.12,Newcomer
1019,USER_1019,372,152,152,8,20,692.6500000000001,652.53,62.49,715.02,89.38,-5.02,0.06,32.63,Sleep
1020,USER_1020,841,359,359,4,7,497.49,491.66,26.0,517.66,129.42,-1.46,0.01,70.24,Sleep
1021,USER_1021,1205,271,215,5,265,6856.99,6670.0,85.17,6755.17,1351.03,-37.4,0.03,25.17,VIP
1022,USER_1022,148,131,131,1,29,586.12,586.12,6.0,592.12,592.12,0.0,0.0,20.21,Sleep
1023,USER_1023,624,216,216,9,25,1584.29,1447.63,67.98,1515.61,168.4,-15.18,0.09,57.91,About to Sleep
1024,USER_1024,1135,278,81,28,108,3908.6,3661.72,219.97,3881.69,138.63,-8.82,0.06,33.9,Newcomer
1025,USER_1025,1492,196,196,10,158,2565.69,2191.07,80.67,2271.74,227.17,-37.46,0.16,13.87,Need Attention
1026,USER_1026,71,245,245,2,11,70.25999999999999,66.74000000000001,25.9,92.64,46.32,-1.76,0.04,6.07,Sleep
1027,USER_1027,659,153,153,14,36,2330.75,2187.12,91.49,2278.61,162.76,-10.26,0.06,60.75,Need Attention
1028,USER_1028,477,223,28,11,30,2070.76,1930.03,71.0,2001.03,181.91,-12.79,0.07,64.33,Need Attention
1029,USER_1029,1527,257,257,1,5,264.26,264.26,16.47,280.73,280.73,0.0,0.0,52.85,Sleep
1030,USER_1030,841,361,361,5,708,2149.46,2097.91,32.5,2130.41,426.08,-10.31,0.02,2.96,Need Attention
1031,USER_1031,148,118,118,1,1,1.75,1.75,6.5,8.25,8.25,0.0,0.0,1.75,Sleep
1032,USER_1032,589,266,266,3,16,63.03,62.03999999999999,19.5,81.53999999999999,27.18,-0.33,0.01,3.88,Sleep
1033,USER_1033,1023,164,164,1,289,1113.99,1023.76,6.0,1029.7600000000002,1029.76,-90.23,0.09,3.54,About to Sleep
1034,USER_1034,988,203,187,8,37,973.27,775.17,56.42,831.59,103.95,-24.76,0.24,20.95,About to Sleep
1035,USER_1035,547,27,27,14,88,3305.62,2793.63,117.39,2911.02,207.93,-36.57,0.18,31.75,Need Attention
1036,USER_1036,407,91,90,24,59,5431.93,5243.52,169.17,5412.6900000000005,225.53,-7.85,0.03,88.87,Newcomer
1037,USER_1037,1065,336,336,6,10,1164.59,1147.68,39.0,1186.68,197.78,-2.82,0.01,114.77,About to Sleep
1038,USER_1038,1100,303,121,3,50,326.49,250.47,18.5,268.97,89.66,-25.34,0.28,5.01,Sleep
1039,USER_1039,477,291,291,5,27,731.01,731.01,38.48,769.49,153.9,0.0,0.0,27.07,About to Sleep
1040,USER_1040,1240,132,132,13,419,2449.4,2240.55,105.45,2346.0,180.46,-16.07,0.09,5.35,Need Attention
1041,USER_1041,1464,250,59,6,19,130.25,127.63,36.0,163.63,27.27,-0.44,0.02,6.72,Sleep
1042,USER_1042,1240,293,293,7,11,1079.98,992.59,45.5,1038.09,148.3,-12.48,0.08,90.24,About to Sleep
1043,USER_1043,113,79,79,1,6,20.93,19.56,6.0,25.56,25.56,-1.37,0.05,3.26,Sleep
1044,USER_1044,988,236,236,5,69,1078.28,1010.46,54.35,1064.81,212.96,-13.56,0.06,14.64,About to Sleep
1045,USER_1045,1457,202,109,25,277,3895.68,3676.21,206.44,3882.65,155.31,-8.78,0.06,13.27,Newcomer
1046,USER_1046,148,157,157,8,50,821.94,790.15,55.35,845.5,105.69,-3.97,0.04,15.8,About to Sleep
1047,USER_1047,876,271,271,1,5,91.51,86.13000000000001,6.5,92.63,92.63,-5.38,0.06,17.23,Sleep
1048,USER_1048,1352,194,15,33,134,6140.15,5685.349999999999,280.8,5966.15,180.79,-13.78,0.08,42.43,Newcomer
1049,USER_1049,988,182,181,51,123,8851.2,8558.380000000001,340.48,8898.86,174.49,-5.74,0.03,69.58,VIP
1050,USER_1050,260,266,53,24,83,4466.09,4336.01,153.99,4490.0,187.08,-5.42,0.03,52.24,Newcomer
1051,USER_1051,435,232,132,9,28,1516.05,1418.06,54.0,1472.06,163.56,-10.89,0.07,50.64,About to Sleep
1052,USER_1052,589,201,24,28,313,3472.21,3200.79,182.68,3383.47,120.84,-9.69,0.08,10.23,Need Attention
1053,USER_1053,953,294,215,28,330,4734.98,4228.84,273.67,4502.51,160.8,-18.08,0.11,12.81,Newcomer
1054,USER_1054,1100,188,188,1,1,15.33,15.33,6.0,21.33,21.33,0.0,0.0,15.33,Sleep
1055,USER_1055,183,278,178,49,566,8809.42,8452.05,507.79,8959.84,182.85,-7.29,0.04,14.93,VIP
1056,USER_1056,1163,61,61,47,233,11997.14,10839.5,387.73,11227.23,238.88,-24.63,0.1,46.52,VVIP
1057,USER_1057,1387,22,22,1,1,57.73,40.41,6.5,46.91,46.91,-17.32,0.37,40.41,Sleep
1058,USER_1058,1317,266,19,8,52,1185.36,1162.64,81.99000000000001,1244.63,155.58,-2.84,0.02,22.36,About to Sleep
1059,USER_1059,1205,314,313,28,68,4919.63,4715.650000000001,213.0,4928.650000000001,176.02,-7.28,0.04,69.35,Newcomer
1060,USER_1060,1240,301,164,34,236,6193.64,5592.91,534.38,6127.29,180.21,-17.67,0.1,23.7,Newcomer
1061,USER_1061,1429,295,222,22,49,2525.61,2358.0,201.25,2559.25,116.33,-7.62,0.07,48.12,Need Attention
1062,USER_1062,1457,326,6,67,851,12345.47,11075.24,638.36,11713.6,174.83,-18.96,0.11,13.01,VVIP
1063,USER_1063,624,230,230,8,97,615.6400000000001,587.78,91.42,679.1999999999999,84.9,-3.48,0.04,6.06,Sleep
1064,USER_1064,407,246,246,21,245,3895.48,3709.29,153.97,3863.26,183.96,-8.87,0.05,15.14,Newcomer
1065,USER_1065,337,77,77,9,23,2084.57,2025.6,378.99,2404.59,267.18,-6.55,0.02,88.07,Need Attention
1066,USER_1066,1317,145,144,26,139,3341.97,3153.88,237.11,3390.99,130.42,-7.23,0.06,22.69,Need Attention
1067,USER_1067,337,200,200,13,184,2526.02,2469.63,158.94,2628.57,202.2,-4.34,0.02,13.42,Need Attention
1068,USER_1068,911,26,2,28,90,5897.41,5467.860000000001,202.0,5669.86,202.49,-15.34,0.08,60.75,Newcomer
1069,USER_1069,512,201,118,27,74,3410.9300000000003,3016.25,188.8,3205.05,118.71,-14.62,0.12,40.76,Need Attention
1070,USER_1070,1275,144,13,9,56,1921.94,1836.99,110.23,1947.22,216.36,-9.44,0.04,32.8,Need Attention
1071,USER_1071,1317,345,345,4,16,1068.63,1002.28,26.0,1028.28,257.07,-16.59,0.06,62.64,About to Sleep
1072,USER_1072,183,336,336,2,2,151.59,151.59,13.0,164.59,82.3,0.0,0.0,75.8,Sleep
1073,USER_1073,1065,45,45,7,22,1828.38,1682.88,49.49,1732.37,247.48,-20.79,0.08,76.49,Need Attention
1074,USER_1074,736,73,73,6,10,962.75,949.77,42.99,992.76,165.46,-2.16,0.01,94.98,About to Sleep
1075,USER_1075,911,52,52,26,100,7053.83,6599.58,162.48,6762.06,260.08,-17.47,0.07,66.0,VIP
1076,USER_1076,799,339,38,45,127,9373.22,8639.48,514.71,9154.19,203.43,-16.31,0.08,68.03,VIP
1077,USER_1077,1205,161,19,57,377,11981.75,10908.2,427.42,11335.62,198.87,-18.83,0.09,28.93,VVIP
1078,USER_1078,624,283,125,19,42,3118.04,2787.4700000000003,127.91,2915.38,153.44,-17.4,0.11,66.37,Need Attention
1079,USER_1079,407,280,22,36,456,6105.1,5800.31,271.12,6071.43,168.65,-8.47,0.05,12.72,Newcomer
1080,USER_1080,1163,341,257,14,23,2215.34,2128.6,90.5,2219.1,158.51,-6.2,0.04,92.55,Need Attention
1081,USER_1081,1429,289,56,61,1376,10960.87,9792.43,552.66,10345.09,169.59,-19.15,0.11,7.12,VVIP
1082,USER_1082,260,133,133,17,78,3493.0800000000004,3357.69,102.0,3459.69,203.51,-7.96,0.04,43.05,Need Attention
1083,USER_1083,659,259,258,32,284,5129.26,4952.98,253.92,5206.9,162.72,-5.51,0.03,17.44,Newcomer
1084,USER_1084,477,215,215,31,207,4052.64,3725.73,171.49,3897.22,125.72,-10.55,0.08,18.0,Newcomer
1085,USER_1085,365,223,223,1,1,36.99,29.59,6.0,35.59,35.59,-7.4,0.21,29.59,Sleep
1086,USER_1086,1240,220,220,7,52,2057.2000000000003,1903.44,77.18,1980.62,282.95,-21.97,0.08,36.6,Need Attention
1087,USER_1087,736,321,16,36,318,8353.44,7820.53,317.88,8138.41,226.07,-14.8,0.07,24.59,VIP
1088,USER_1088,988,194,36,16,24,3069.6,2839.63,111.19,2950.82,184.43,-14.37,0.08,118.32,Need Attention
1089,USER_1089,659,292,213,13,94,1796.96,1686.89,144.93,1831.82,140.91,-8.47,0.06,17.95,Need Attention
1090,USER_1090,1464,144,144,8,67,1485.6999999999998,1290.64,99.63,1390.27,173.78,-24.38,0.14,19.26,About to Sleep
1091,USER_1091,407,350,350,1,12,268.9,252.59,6.5,259.09000000000003,259.09,-16.31,0.06,21.05,Sleep
1092,USER_1092,372,322,35,10,53,1705.53,1610.27,75.99,1686.26,168.63,-9.53,0.06,30.38,Need Attention
1093,USER_1093,988,117,116,8,99,1914.69,1622.39,68.99,1691.38,211.42,-36.54,0.17,16.39,Need Attention
1094,USER_1094,736,140,140,13,28,1642.85,1566.61,78.0,1644.61,126.51,-5.86,0.05,55.95,Need Attention
1095,USER_1095,1499,303,269,2,14,610.44,606.52,13.0,619.52,309.76,-1.96,0.01,43.32,Sleep
1096,USER_1096,1275,291,291,1,10,18.76,15.95,12.48,28.43,28.43,-2.81,0.1,1.6,Sleep
1097,USER_1097,736,280,224,5,297,1335.99,1260.39,51.93,1312.3200000000002,262.46,-15.12,0.06,4.24,About to Sleep
1098,USER_1098,225,244,176,43,200,3388.87,3214.01,328.5,3542.51,82.38,-4.07,0.05,16.07,Need Attention
1099,USER_1099,113,169,137,17,113,3192.5,3110.04,120.92,3230.96,190.06,-4.85,0.03,27.52,Need Attention
1100,USER_1100,876,58,58,1,2,261.8,261.8,6.0,267.8,267.8,0.0,0.0,130.9,Sleep
1101,USER_1101,1128,334,334,11,22,2548.38,2450.73,78.78,2529.51,229.96,-8.88,0.04,111.4,Need Attention
1102,USER_1102,841,186,186,23,190,4380.42,3596.74,165.68,3762.42,163.58,-34.07,0.21,18.93,Newcomer
1103,USER_1103,771,152,152,20,979,5034.13,4687.57,172.79000000000002,4860.36,243.02,-17.33,0.07,4.79,Newcomer
1104,USER_1104,365,334,333,37,372,7807.33,7277.22,394.29,7671.51,207.34,-14.33,0.07,19.56,VIP
1105,USER_1105,512,95,95,1,4,49.04,34.33,12.91,47.24,47.24,-14.71,0.31,8.58,Sleep
1106,USER_1106,1527,278,277,31,98,4128.5,3475.79,258.51,3734.3,120.46,-21.06,0.17,35.47,Newcomer
1107,USER_1107,1492,40,40,19,34,4045.87,3780.62,128.99,3909.61,205.77,-13.96,0.07,111.19,Newcomer
1108,USER_1108,1240,300,258,11,127,3032.3900000000003,2771.87,204.07,2975.94,270.54,-23.68,0.09,21.83,Need Attention
1109,USER_1109,1093,216,216,9,21,873.87,783.3000000000001,55.0,838.3000000000001,93.14,-10.06,0.11,37.3,About to Sleep
1110,USER_1110,547,285,102,44,234,6938.81,6171.3,363.91,6535.21,148.53,-17.44,0.12,26.37,VIP
1111,USER_1111,1065,334,334,5,28,1168.22,1060.35,32.5,1092.85,218.57,-21.57,0.1,37.87,About to Sleep
1112,USER_1112,512,256,256,19,469,3793.71,3628.67,203.61,3832.28,201.7,-8.69,0.04,7.74,Newcomer
1113,USER_1113,512,93,93,5,30,1143.69,934.83,43.98,978.81,195.76,-41.77,0.21,31.16,About to Sleep
1114,USER_1114,260,343,343,23,110,3385.9,3271.1800000000003,168.75,3439.9300000000003,149.56,-4.99,0.03,29.74,Need Attention
1115,USER_1115,1499,59,58,10,108,2797.54,2427.11,60.0,2487.11,248.71,-37.04,0.15,22.47,Need Attention
1116,USER_1116,372,297,215,34,969,7634.48,7019.1,353.41,7372.51,216.84,-18.1,0.08,7.24,VIP
1117,USER_1117,771,243,40,59,1052,16134.9,14825.3,506.31,15331.61,259.86,-22.2,0.09,14.09,VVIP
1118,USER_1118,1457,331,331,6,17,565.71,536.21,52.5,588.71,98.12,-4.92,0.05,31.54,Sleep
1119,USER_1119,1429,231,231,1,9,30.53,27.89,6.0,33.89,33.89,-2.64,0.08,3.1,Sleep
1120,USER_1120,624,353,90,5,94,1564.74,1516.4699999999998,60.96,1577.4299999999998,315.49,-9.65,0.03,16.13,Need Attention
1121,USER_1121,1128,322,86,54,388,12029.07,11377.51,432.68,11810.19,218.71,-12.07,0.06,29.32,VVIP
1122,USER_1122,260,12,11,9,21,2293.8,2025.74,97.96,2123.7,235.97,-29.78,0.13,96.46,Need Attention
1123,USER_1123,1100,67,67,10,25,1525.46,1474.19,69.75,1543.94,154.39,-5.13,0.03,58.97,About to Sleep
1124,USER_1124,337,193,193,7,32,1128.89,1057.49,149.06,1206.55,172.36,-10.2,0.06,33.05,About to Sleep
1125,USER_1125,71,108,108,4,57,706.1,564.98,50.21,615.19,153.8,-35.28,0.23,9.91,Sleep
1126,USER_1126,1387,54,54,4,8,901.94,901.94,24.0,925.94,231.48,0.0,0.0,112.74,About to Sleep
1127,USER_1127,799,283,283,2,4,168.3,167.8,13.0,180.8,90.4,-0.25,0.0,41.95,Sleep
1128,USER_1128,225,212,212,5,42,435.45,346.22,30.0,376.22,75.24,-17.85,0.24,8.24,Sleep
1129,USER_1129,477,356,148,12,20,1401.07,1357.34,74.5,1431.84,119.32,-3.64,0.03,67.87,About to Sleep
1130,USER_1130,701,318,82,10,42,1256.89,1184.43,65.2,1249.63,124.96,-7.25,0.06,28.2,About to Sleep
1131,USER_1131,183,202,20,17,543,4292.99,3849.26,121.49,3970.75,233.57,-26.1,0.11,7.09,Newcomer
1132,USER_1132,260,18,18,2,4,51.370000000000005,36.36,13.0,49.36,24.68,-7.51,0.3,9.09,Sleep
1133,USER_1133,1527,336,336,1,1,20.69,20.69,6.5,27.19,27.19,0.0,0.0,20.69,Sleep
1134,USER_1134,400,202,172,4,35,348.89,346.45,36.42,382.87,95.72,-0.61,0.01,9.9,Sleep
1135,USER_1135,1135,108,13,5,22,749.45,609.19,65.47,674.66,134.93,-28.05,0.21,27.69,Sleep
1136,USER_1136,589,202,76,18,153,1750.22,1647.83,165.93,1813.76,100.76,-5.69,0.06,10.77,Need Attention
1137,USER_1137,113,188,173,8,185,1356.48,1221.07,62.33,1283.4,160.43,-16.93,0.11,6.6,About to Sleep
1138,USER_1138,1240,349,214,42,253,7630.320000000001,6882.89,513.49,7396.38,176.1,-17.8,0.1,27.21,VIP
1139,USER_1139,799,109,109,5,7,717.87,661.62,30.0,691.62,138.32,-11.25,0.08,94.52,Sleep
1140,USER_1140,764,296,127,46,170,8672.81,8140.33,349.41,8489.74,184.56,-11.58,0.06,47.88,VIP
1141,USER_1141,1429,353,352,5,10,1225.59,1208.68,34.7,1243.38,248.68,-3.38,0.01,120.87,About to Sleep
1142,USER_1142,771,315,315,3,3,154.24,154.24,19.5,173.74,57.91,0.0,0.0,51.41,Sleep
1143,USER_1143,1023,61,61,18,55,3716.98,3605.7,130.34,3736.04,207.56,-6.18,0.03,65.56,Newcomer
1144,USER_1144,1499,208,208,4,8,458.9500000000001,358.82000000000005,24.0,382.8200000000001,95.71,-25.03,0.26,44.85,Sleep
1145,USER_1145,372,26,25,8,27,1795.28,1593.06,83.96,1677.02,209.63,-25.28,0.12,59.0,Need Attention
1146,USER_1146,477,222,222,4,22,707.8200000000002,649.0,24.0,673.0,168.25,-14.71,0.09,29.5,Sleep
1147,USER_1147,911,203,203,1,3,55.43,51.54,6.0,57.54,57.54,-3.89,0.07,17.18,Sleep
1148,USER_1148,1205,129,88,7,23,1297.75,1241.89,42.0,1283.89,183.41,-7.98,0.04,54.0,About to Sleep
1149,USER_1149,729,318,317,69,153,9643.77,8896.880000000001,455.78,9352.66,135.55,-10.82,0.08,58.15,VIP
1150,USER_1150,1387,320,40,34,266,6259.66,5955.4,298.71,6254.11,183.94,-8.95,0.05,22.39,VIP
1151,USER_1151,260,116,116,9,349,3817.61,3244.11,129.48,3373.59,374.84,-63.72,0.17,9.3,Need Attention
1152,USER_1152,988,293,33,38,104,6953.73,6634.94,277.42,6912.36,181.9,-8.39,0.05,63.8,VIP
